sport,event,medal,rank,country_name,country_code,athlete_full_name
Shooting,25m Pistol Women,,4,Bulgaria,BUL,Antoaneta BONEVA
Shooting,25m Pistol Women,,10,Thailand,THA,Tanyaporn PRUCKSAKORN
Shooting,25m Pistol Women,,25,Georgia,GEO,Nino SALUKVADZE
Shooting,25m Pistol Women,1.0,1,ROC,ROC,Vitalina BATSARASHKINA
Shooting,25m Pistol Women,,39,Tunisia,TUN,Olfa CHARNI
Shooting,25m Pistol Women,,34,Mongolia,MGL,Anudari TSOLMONBAATAR
Shooting,25m Pistol Women,,13,Ecuador,ECU,Andrea PEREZ PENA
Shooting,25m Pistol Women,,12,France,FRA,Mathilde LAMOLLE
Shooting,25m Pistol Women,,7,Germany,GER,Doreen VENNEKAMP
Shooting,25m Pistol Women,,42,Canada,CAN,Lynda KIEJKO
Shooting,25m Pistol Women,,16,People's Republic of China,CHN,Yaxuan XIONG
Shooting,25m Pistol Women,,18,United States of America,USA,Alexis LAGAN
Shooting,25m Pistol Women,,22,Switzerland,SUI,Heidi DIETHELM GERBER
Shooting,25m Pistol Women,,24,Poland,POL,Klaudia BRES
Shooting,25m Pistol Women,,41,Malta,MLT,Eleanor BEZZINA
Shooting,25m Pistol Women,,28,Islamic Republic of Iran,IRI,Haniyeh ROSTAMIYAN
Shooting,25m Pistol Women,,33,United States of America,USA,Sandra UPTAGRAFFT
Shooting,25m Pistol Women,,20,Germany,GER,Monika KARSCH
Shooting,25m Pistol Women,,11,Australia,AUS,Elena GALIABOVITCH
Shooting,25m Pistol Women,,21,Republic of Korea,KOR,Junghye KWAK
Shooting,25m Pistol Women,,6,Greece,GRE,Anna KORAKAKI
Shooting,25m Pistol Women,,26,Mongolia,MGL,Gundegmaa OTRYAD
Shooting,25m Pistol Women,,43,Japan,JPN,Satoko YAMADA
Shooting,25m Pistol Women,,35,Hungary,HUN,Veronika MAJOR
Shooting,25m Pistol Women,,31,France,FRA,Celine GOBERVILLE
Shooting,25m Pistol Women,,37,Latvia,LAT,Agate RASMANE
Shooting,25m Pistol Women,,30,Serbia,SRB,Jasmina MILOVANOVIC
Shooting,25m Pistol Women,,8,Chinese Taipei,TPE,Chia Chen TIEN
Shooting,25m Pistol Women,,17,Thailand,THA,Naphaswan YANGPAIBOON
Shooting,25m Pistol Women,,32,India,IND,Rahi SARNOBAT
Shooting,25m Pistol Women,,15,India,IND,Manu Bhaker
Shooting,25m Pistol Women,,19,ROC,ROC,Margarita LOMOVA
Shooting,25m Pistol Women,,5,Chinese Taipei,TPE,Chia Ying WU
Shooting,10m Air Pistol Men,,25,Turkey,TUR,Ismail KELES
Shooting,10m Air Pistol Men,,10,United States of America,USA,James HALL
Shooting,10m Air Pistol Men,,9,Pakistan,PAK,Gulfam JOSEPH
Shooting,10m Air Pistol Men,,30,Australia,AUS,Daniel REPACHOLI
Shooting,10m Air Pistol Men,,32,Brazil,BRA,Felipe Almeida WU
Shooting,10m Air Pistol Men,,21,North Macedonia,MKD,Borjan BRANKOVSKI
Shooting,10m Air Pistol Men,,35,Aruba,ARU,Philip ELHAGE
Shooting,10m Air Pistol Men,,7,India,IND,Chaudhary SAURABH
Shooting,10m Air Pistol Men,,16,Japan,JPN,Kojiro HORIMIZU
Shooting,10m Air Pistol Men,,15,Republic of Korea,KOR,Jong Oh JIN
Shooting,10m Air Pistol Men,,14,Myanmar,MYA,Ye Tun NAUNG
Shooting,10m Air Pistol Men,1.0,1,Islamic Republic of Iran,IRI,Javad FOROUGHI
Shooting,10m Air Pistol Men,,31,Egypt,EGY,Samy ABDEL RAZEK
Shooting,10m Air Pistol Men,,22,Vietnam,VIE,Xuan Vinh HOANG
Shooting,10m Air Pistol Men,,24,Turkey,TUR,Yusuf DIKEC
Shooting,10m Air Pistol Men,,36,Nicaragua,NCA,Edwin Orlando BARBERENA MERCADO
Shooting,10m Air Pistol Men,,6,People's Republic of China,CHN,Bowen ZHANG
Shooting,10m Air Pistol Men,,28,Iceland,ISL,Asgeir SIGURGEIRSSON
Shooting,10m Air Pistol Men,,12,Mongolia,MGL,Davaakhuu ENKHTAIVAN
Shooting,10m Air Pistol Men,,19,Cuba,CUB,Jorge GRAU POTRILLE
Shooting,10m Air Pistol Men,,17,India,IND,Abhishek VERMA
Shooting,10m Air Pistol Men,,33,Estonia,EST,Peeter OLESK
Shooting,10m Air Pistol Men,,27,Slovakia,SVK,Juraj TUZINSKY
Shooting,10m Air Pistol Men,,29,Peru,PER,Marko CARRILLO
Shooting,10m Air Pistol Men,,8,Republic of Korea,KOR,Mose KIM
Shooting,10m Air Pistol Men,,23,ROC,ROC,Vadim MUKHAMETYANOV
Shooting,10m Air Pistol Men,,4,Ukraine,UKR,Pavlo KOROSTYLOV
Shooting,10m Air Pistol Men,,5,Germany,GER,Christian REITZ
Shooting,10m Air Pistol Men,,11,ROC,ROC,Artem CHERNOUSOV
Shooting,10m Air Pistol Men,,20,Azerbaijan,AZE,Ruslan LUNEV
Shooting,10m Air Pistol Men,,13,United States of America,USA,Nickolaus MOWRER
Shooting,10m Air Pistol Men,,26,Italy,ITA,Paolo MONNA
Shooting,10m Air Pistol Men,,34,Tunisia,TUN,Ala ALOTHMANI
Shooting,10m Air Pistol Men,2.0,2,Serbia,SRB,Damir MIKEC
Shooting,10m Air Pistol Men,3.0,3,People's Republic of China,CHN,Wei PANG
Shooting,10m Air Pistol Men,,18,Ukraine,UKR,Oleh OMELCHUK
Shooting,Skeet Men,,10,Italy,ITA,Gabriele ROSSETTI
Shooting,Skeet Men,,12,Cyprus,CYP,Dimitris KONSTANTINOU
Shooting,Skeet Men,,5,France,FRA,Eric DELAUNAY
Shooting,Skeet Men,,25,India,IND,Mairaj Ahmad KHAN
Shooting,Skeet Men,,22,Saudi Arabia,KSA,Saeid Mugbel T ALMUTAIRI
Shooting,Skeet Men,,29,Egypt,EGY,Mostafa HAMDY
Shooting,Skeet Men,,14,Norway,NOR,Erik WATNDAL
Shooting,Skeet Men,,21,Australia,AUS,Paul ADAMS
Shooting,Skeet Men,,15,United States of America,USA,Phillip Russell JUNGMAN
Shooting,Skeet Men,,16,Kuwait,KUW,Mansour AL RASHEDI
Shooting,Skeet Men,3.0,3,Kuwait,KUW,Abdullah ALRASHIDI
Shooting,Skeet Men,,13,Republic of Korea,KOR,Jongjun LEE
Shooting,Skeet Men,,11,France,FRA,Emmanuel PETIT
Shooting,Skeet Men,,23,Sweden,SWE,Stefan NILSSON
Shooting,Skeet Men,,7,Czech Republic,CZE,Jakub TOMECEK
Shooting,Skeet Men,,26,Azerbaijan,AZE,Emin JAFAROV
Shooting,Skeet Men,1.0,1,United States of America,USA,Vincent HANCOCK
Shooting,Skeet Men,,9,Cyprus,CYP,Georgios ACHILLEOS
Shooting,Skeet Men,,28,Finland,FIN,Lari PESONEN
Shooting,Skeet Men,,8,Peru,PER,Nicolas PACHECO ESPINOSA
Shooting,Skeet Men,,30,Guatemala,GUA,Juan Ramon SCHAEFFER
Shooting,Skeet Men,,17,Argentina,ARG,Federico GIL
Shooting,Skeet Men,,24,United Arab Emirates,UAE,Saif BIN FUTTAIS
Shooting,Skeet Men,,27,Japan,JPN,Hiroyuki IKAWA
Shooting,Skeet Men,,4,Finland,FIN,Eetu KALLIOINEN
Shooting,Skeet Men,,19,Egypt,EGY,Azmy MEHELBA
Shooting,Skeet Men,,6,Italy,ITA,Tammaro CASSANDRO
Shooting,Skeet Men,,20,Greece,GRE,Nikolaos MAVROMMATIS
Shooting,Skeet Men,2.0,2,Denmark,DEN,Jesper HANSEN
Shooting,Skeet Men,,18,India,IND,Angad Vir Singh BAJWA
Diving,Men's 3m Springboard,,11,Egypt,EGY,Mohab ISHAK
Diving,Men's 3m Springboard,,25,Ireland,IRL,Oliver DINGLEY
Diving,Men's 3m Springboard,3.0,3,Great Britain,GBR,Jack LAUGHER
Diving,Men's 3m Springboard,,9,Great Britain,GBR,James HEATLY
Diving,Men's 3m Springboard,,7,Germany,GER,Martin WOLFRAM
Diving,Men's 3m Springboard,,29,Canada,CAN,Cedric FOFANA
Diving,Men's 3m Springboard,,16,France,FRA,Alexis JANDARD
Diving,Men's 3m Springboard,,20,Italy,ITA,Lorenzo MARSAGLIA
Diving,Men's 3m Springboard,,8,New Zealand,NZL,Anton DOWN-JENKINS
Diving,Men's 3m Springboard,1.0,1,People's Republic of China,CHN,Siyi XIE
Diving,Men's 3m Springboard,,26,Spain,ESP,Alberto AREVALO ALCON
Diving,Men's 3m Springboard,,12,Japan,JPN,Ken TERAUCHI
Diving,Men's 3m Springboard,,15,Jamaica,JAM,Yona KNIGHT-WISDOM
Diving,Men's 3m Springboard,,4,Republic of Korea,KOR,Haram WOO
Diving,Men's 3m Springboard,,10,United States of America,USA,Andrew CAPOBIANCO
Diving,Men's 3m Springboard,,21,Germany,GER,Patrick HAUSDING
Diving,Men's 3m Springboard,,28,Republic of Korea,KOR,Yeongnam KIM
Diving,Men's 3m Springboard,,13,Dominican Republic,DOM,Jose RUVALCABA
Diving,Men's 3m Springboard,,23,United States of America,USA,Tyler DOWNS
Diving,Men's 3m Springboard,,14,Mexico,MEX,Osmar OLVERA IBARRA
Diving,Men's 3m Springboard,,6,Mexico,MEX,Rommel PACHECO
Diving,Men's 3m Springboard,,27,Australia,AUS,Shixin LI
Diving,Men's 3m Springboard,,19,Spain,ESP,Nicolas GARCIA BOISSIER
Diving,Men's 3m Springboard,,5,ROC,ROC,Evgenii KUZNETSOV
Diving,Men's 3m Springboard,,24,ROC,ROC,Nikita SHLEIKHER
Diving,Men's 3m Springboard,,22,Ukraine,UKR,Oleg KOLODIY
Diving,Men's 3m Springboard,,17,Colombia,COL,Daniel RESTREPO GARCIA
Diving,Men's 3m Springboard,2.0,2,People's Republic of China,CHN,Zongyuan WANG
Diving,Men's 3m Springboard,,18,Colombia,COL,Sebastian MORALES
Diving,Women's 10m Platform,,10,Netherlands,NED,Celine VAN DUIJN
Diving,Women's 10m Platform,,20,Egypt,EGY,Maha ABDEL SALAM
Diving,Women's 10m Platform,,12,Malaysia,MAS,Pandelela PAMG
Diving,Women's 10m Platform,,21,Australia,AUS,Nikita HAINS
Diving,Women's 10m Platform,,7,Great Britain,GBR,Andrea SPENDOLINI SIRIEIX
Diving,Women's 10m Platform,1.0,1,People's Republic of China,CHN,Hongchan QUAN
Diving,Women's 10m Platform,,29,Ukraine,UKR,Sofiia LYSKUN
Diving,Women's 10m Platform,,27,Italy,ITA,Noemi BATKI
Diving,Women's 10m Platform,,25,ROC,ROC,Anna KONANYKHINA
Diving,Women's 10m Platform,,28,Norway,NOR,Anne TUXEN
Diving,Women's 10m Platform,,18,Germany,GER,Christina WASSEN
Diving,Women's 10m Platform,2.0,2,People's Republic of China,CHN,Yuxi CHEN
Diving,Women's 10m Platform,,22,Japan,JPN,Matsuri ARAI
Diving,Women's 10m Platform,,16,France,FRA,Alais KALONJI
Diving,Women's 10m Platform,,8,Germany,GER,Elena WASSEN
Diving,Women's 10m Platform,,24,Brazil,BRA,Ingrid OLIVEIRA
Diving,Women's 10m Platform,,5,United States of America,USA,Delaney SCHNELL
Diving,Women's 10m Platform,,4,Mexico,MEX,Gabriela Belem AGUNDEZ GARCIA
Diving,Women's 10m Platform,,26,Malaysia,MAS,Jun Hoong CHEONG
Diving,Women's 10m Platform,,15,Ireland,IRL,Tanya WATSON
Diving,Women's 10m Platform,,11,ROC,ROC,Yulia TIMOSHININA
Diving,Women's 10m Platform,,17,United States of America,USA,Katrina YOUNG
Diving,Women's 10m Platform,,23,Canada,CAN,Celina TOTH
Diving,Women's 10m Platform,,14,Italy,ITA,Sarah JODOIN DI MARIA
Diving,Women's 10m Platform,,30,Singapore,SGP,Shen-Yan Freida LIM
Diving,Women's 10m Platform,,6,Mexico,MEX,Alejandra OROZCO
Diving,Women's 10m Platform,,19,Republic of Korea,KOR,Halim KWON
Diving,Women's 10m Platform,,9,Great Britain,GBR,Lois TOULSON
Diving,Women's 10m Platform,,13,Canada,CAN,Meaghan BENFEITO
Diving,Women's 10m Platform,3.0,3,Australia,AUS,Melissa WU
Diving,Men's 10m Platform,,18,Colombia,COL,Sebastian VILLA
Diving,Men's 10m Platform,,16,Republic of Korea,KOR,Haram WOO
Diving,Men's 10m Platform,,6,Ukraine,UKR,Oleksii SEREDA
Diving,Men's 10m Platform,,12,Mexico,MEX,Andres Isaac VILLARREAL TUDON
Diving,Men's 10m Platform,,26,Singapore,SGP,Jonathan CHAN
Diving,Men's 10m Platform,,4,ROC,ROC,Aleksandr BONDAR
Diving,Men's 10m Platform,,5,ROC,ROC,Viktor MINIBAEV
Diving,Men's 10m Platform,,10,Brazil,BRA,Kawan FIGUEREDO PEREIRA
Diving,Men's 10m Platform,,28,Australia,AUS,Samuel FRICKER
Diving,Men's 10m Platform,,9,United States of America,USA,Jordan WINDLE
Diving,Men's 10m Platform,3.0,3,Great Britain,GBR,Thomas DALEY
Diving,Men's 10m Platform,,8,Australia,AUS,Cassiel ROUSSEAU
Diving,Men's 10m Platform,,22,Venezuela,VEN,Oscar ARIZA
Diving,Men's 10m Platform,2.0,2,People's Republic of China,CHN,Jian YANG
Diving,Men's 10m Platform,,27,Great Britain,GBR,Noah WILLIAMS
Diving,Men's 10m Platform,,29,France,FRA,Matthieu ROSSET
Diving,Men's 10m Platform,1.0,1,People's Republic of China,CHN,Yuan CAO
Diving,Men's 10m Platform,,25,Japan,JPN,Reo NISHIDA
Diving,Men's 10m Platform,,24,Mexico,MEX,Ivan GARCIA
Diving,Men's 10m Platform,,19,Canada,CAN,Rylan WIENS
Diving,Men's 10m Platform,,15,Republic of Korea,KOR,Yeongtaek KIM
Diving,Men's 10m Platform,,17,Germany,GER,Timo BARTHEL
Diving,Men's 10m Platform,,20,Brazil,BRA,Isaac SOUZA FILHO
Diving,Men's 10m Platform,,23,Egypt,EGY,Mohab ISHAK
Diving,Men's 10m Platform,,13,Canada,CAN,Nathan ZSOMBOR-MURRAY
Diving,Men's 10m Platform,,21,Germany,GER,Jaden Shiloh EIKERMANN GREGORCHUK
Diving,Men's 10m Platform,,11,United States of America,USA,Brandon LOSCHIAVO
Diving,Men's 10m Platform,,7,Japan,JPN,Rikuto TAMAI
Diving,Men's 10m Platform,,14,Puerto Rico,PUR,Rafael QUINTERO
Diving,Women's 3m Springboard,,18,Canada,CAN,Pamela WARE
Diving,Women's 3m Springboard,,10,ROC,ROC,Mariia POLIAKOVA
Diving,Women's 3m Springboard,,12,Australia,AUS,Esther QIN
Diving,Women's 3m Springboard,3.0,3,United States of America,USA,Krysta PALMER
Diving,Women's 3m Springboard,,16,Japan,JPN,Sayaka MIKAMI
Diving,Women's 3m Springboard,,22,Great Britain,GBR,Scarlett MEW JENSEN
Diving,Women's 3m Springboard,,15,Republic of Korea,KOR,Suji KIM
Diving,Women's 3m Springboard,1.0,1,People's Republic of China,CHN,Tingmao SHI
Diving,Women's 3m Springboard,,5,Netherlands,NED,Inge JANSEN
Diving,Women's 3m Springboard,,20,Malaysia,MAS,Yan Yee NG
Diving,Women's 3m Springboard,,24,Ukraine,UKR,Anna PYSMENSKA
Diving,Women's 3m Springboard,,8,Canada,CAN,Jennifer ABEL
Diving,Women's 3m Springboard,,25,South Africa,RSA,Julia Catherine VINCENT
Diving,Women's 3m Springboard,,26,South Africa,RSA,Micaela BOUTER
Diving,Women's 3m Springboard,,27,Mexico,MEX,Arantxa CHAVEZ MUNOZ
Diving,Women's 3m Springboard,,14,Australia,AUS,Anabelle SMITH
Diving,Women's 3m Springboard,,7,Germany,GER,Tina PUNZEL
Diving,Women's 3m Springboard,,11,Switzerland,SUI,Michelle HEIMBERG
Diving,Women's 3m Springboard,2.0,2,People's Republic of China,CHN,Han WANG
Diving,Women's 3m Springboard,,9,United States of America,USA,Hailey HERNANDEZ
Diving,Women's 3m Springboard,,4,Malaysia,MAS,Nur Dhabitah SABRI
Diving,Women's 3m Springboard,,23,Ukraine,UKR,Viktoriya KESAR
Diving,Women's 3m Springboard,,21,Brazil,BRA,Luana LIRA
Diving,Women's 3m Springboard,,13,Sweden,SWE,Emma GULLSTRAND
Diving,Women's 3m Springboard,,17,Japan,JPN,Haruka ENOMOTO
Diving,Women's 3m Springboard,,6,Mexico,MEX,Aranza VAZQUEZ MONTANO
Diving,Women's 3m Springboard,,19,Great Britain,GBR,Grace REID
Canoe Sprint,Women's Canoe Single 200m,,23,Thailand,THA,Orasa THIANGKATHOK
Canoe Sprint,Women's Canoe Single 200m,,4,Poland,POL,Dorota BOROWSKA
Canoe Sprint,Women's Canoe Single 200m,,16,Cuba,CUB,Katherin NUEVO SEGURA
Canoe Sprint,Women's Canoe Single 200m,,17,Ukraine,UKR,Anastasiia CHETVERIKOVA
Canoe Sprint,Women's Canoe Single 200m,,20,Great Britain,GBR,Katie REID
Canoe Sprint,Women's Canoe Single 200m,,22,Croatia,CRO,Vanesa TOT
Canoe Sprint,Women's Canoe Single 200m,,13,Germany,GER,Lisa JAHN
Canoe Sprint,Women's Canoe Single 200m,,6,People's Republic of China,CHN,Wenjun LIN
Canoe Sprint,Women's Canoe Single 200m,,14,Hungary,HUN,Kincso TAKACS
Canoe Sprint,Women's Canoe Single 200m,,26,Bulgaria,BUL,Staniliya STAMENOVA
Canoe Sprint,Women's Canoe Single 200m,,15,ROC,ROC,Irina ANDREEVA
Canoe Sprint,Women's Canoe Single 200m,,24,Republic of Moldova,MDA,Daniela COCIU
Canoe Sprint,Women's Canoe Single 200m,,28,Republic of Moldova,MDA,Maria OLARASU
Canoe Sprint,Women's Canoe Single 200m,,8,Canada,CAN,Katie VINCENT
Canoe Sprint,Women's Canoe Single 200m,,18,Uzbekistan,UZB,Dilnoza RAKHMATOVA
Canoe Sprint,Women's Canoe Single 200m,,25,Germany,GER,Sophie Ulrike KOCH
Canoe Sprint,Women's Canoe Single 200m,,10,Chile,CHI,Maria MAILLIARD
Canoe Sprint,Women's Canoe Single 200m,,12,Cuba,CUB,Yarisleidis CIRILO DUBOYS
Canoe Sprint,Women's Canoe Single 200m,,11,Belarus,BLR,Alena NAZDROVA
Canoe Sprint,Women's Canoe Single 200m,,32,Australia,AUS,Josephine BULMER
Canoe Sprint,Women's Canoe Single 200m,,31,Japan,JPN,Manaka KUBOTA
Canoe Sprint,Women's Canoe Single 200m,,21,Australia,AUS,Bernadette WALLACE
Canoe Sprint,Women's Canoe Single 200m,,7,ROC,ROC,Olesia ROMASENKO
Canoe Sprint,Women's Canoe Single 200m,,27,Uzbekistan,UZB,Nilufar ZOKIROVA
Canoe Sprint,Women's Canoe Single 200m,,9,Hungary,HUN,Virag BALLA
Canoe Sprint,Women's Canoe Single 200m,,5,Spain,ESP,Antia JACOME
Canoe Sprint,Women's Canoe Single 200m,,19,Nigeria,NGR,Ayomide Emmanuel BELLO
Canoe Sprint,Women's Canoe Single 200m,3.0,3,Ukraine,UKR,Liudmyla LUZAN
Canoe Sprint,Women's Canoe Single 200m,2.0,2,Canada,CAN,Laurence VINCENT-LAPOINTE
Canoe Sprint,Women's Canoe Single 200m,1.0,1,United States of America,USA,Nevin HARRISON
Canoe Sprint,Women's Canoe Single 200m,,29,Kazakhstan,KAZ,Margarita TORLOPOVA
Canoe Sprint,Women's Canoe Single 200m,,30,Japan,JPN,Teruko KIRIAKE
Canoe Sprint,Women's Kayak Single 200m,,23,Portugal,POR,Joana VASCONCELOS
Canoe Sprint,Women's Kayak Single 200m,,20,ROC,ROC,Natalia PODOLSKAIA
Canoe Sprint,Women's Kayak Single 200m,,13,Canada,CAN,Michelle RUSSELL
Canoe Sprint,Women's Kayak Single 200m,,34,Algeria,ALG,Amira KHERIS
Canoe Sprint,Women's Kayak Single 200m,,11,ROC,ROC,Svetlana CHERNIGOVSKAYA
Canoe Sprint,Women's Kayak Single 200m,,4,Poland,POL,Marta WALCZYKIEWICZ
Canoe Sprint,Women's Kayak Single 200m,,19,France,FRA,Vanina PAOLETTI
Canoe Sprint,Women's Kayak Single 200m,3.0,3,Denmark,DEN,Emma JORGENSEN
Canoe Sprint,Women's Kayak Single 200m,,6,Hungary,HUN,Dora LUCZ
Canoe Sprint,Women's Kayak Single 200m,,15,People's Republic of China,CHN,Qing MA
Canoe Sprint,Women's Kayak Single 200m,,32,Egypt,EGY,Samaa AHMED
Canoe Sprint,Women's Kayak Single 200m,2.0,2,Spain,ESP,Teresa PORTELA
Canoe Sprint,Women's Kayak Single 200m,,33,Cook Islands,COK,Jade TIERNEY
Canoe Sprint,Women's Kayak Single 200m,,18,Great Britain,GBR,Emily LEWIS
Canoe Sprint,Women's Kayak Single 200m,,25,Ukraine,UKR,Yuliia YURIICHUK
Canoe Sprint,Women's Kayak Single 200m,,24,Denmark,DEN,Sara Corfixsen MILTHERS
Canoe Sprint,Women's Kayak Single 200m,,10,Portugal,POR,Teresa PORTELA
Canoe Sprint,Women's Kayak Single 200m,,16,Hungary,HUN,Anna KARASZ
Canoe Sprint,Women's Kayak Single 200m,,9,Canada,CAN,Andreanne LANGLOIS
Canoe Sprint,Women's Kayak Single 200m,,22,France,FRA,Lea JAMELOT
Canoe Sprint,Women's Kayak Single 200m,,30,Kazakhstan,KAZ,Natalya SERGEYEVA
Canoe Sprint,Women's Kayak Single 200m,,26,Ukraine,UKR,Mariia KICHASOVA-SKORYK
Canoe Sprint,Women's Kayak Single 200m,,7,Italy,ITA,Francesca GENZO
Canoe Sprint,Women's Kayak Single 200m,,8,Great Britain,GBR,Deborah KERR
Canoe Sprint,Women's Kayak Single 200m,,21,Croatia,CRO,Anamaria GOVORCINOVIC
Canoe Sprint,Women's Kayak Single 200m,,31,Samoa,SAM,Anne CAIRNS
Canoe Sprint,Women's Kayak Single 200m,,29,Tunisia,TUN,Khaoula SASSI
Canoe Sprint,Women's Kayak Single 200m,,5,Sweden,SWE,Linnea STENSILS
Canoe Sprint,Women's Kayak Single 200m,,13,Serbia,SRB,Milica STAROVIC
Canoe Sprint,Women's Kayak Single 200m,,28,Japan,JPN,Yuka ONO
Canoe Sprint,Women's Kayak Single 200m,1.0,1,New Zealand,NZL,Lisa CARRINGTON
Canoe Sprint,Women's Kayak Single 200m,,17,Poland,POL,Helena WISNIEWSKA
Canoe Sprint,Women's Kayak Single 200m,,12,People's Republic of China,CHN,Mengdie YIN
Canoe Sprint,Women's Kayak Single 200m,,27,Argentina,ARG,Brenda ROJAS
Canoe Sprint,Women's Kayak Single 500m,,30,Ukraine,UKR,Yuliia YURIICHUK
Canoe Sprint,Women's Kayak Single 500m,,23,France,FRA,Manon HOSTENS
Canoe Sprint,Women's Kayak Single 500m,,15,Ukraine,UKR,Mariya POVKH
Canoe Sprint,Women's Kayak Single 500m,,36,Kazakhstan,KAZ,Natalya SERGEYEVA
Canoe Sprint,Women's Kayak Single 500m,,4,Hungary,HUN,Danuta KOZAK
Canoe Sprint,Women's Kayak Single 500m,,34,Austria,AUT,Ana-Roxana LEHACI
Canoe Sprint,Women's Kayak Single 500m,,19,Spain,ESP,Isabel CONTRERAS RODRIGUEZ
Canoe Sprint,Women's Kayak Single 500m,,28,People's Republic of China,CHN,Mengdie YIN
Canoe Sprint,Women's Kayak Single 500m,,41,Algeria,ALG,Amira KHERIS
Canoe Sprint,Women's Kayak Single 500m,,8,Australia,AUS,Alyce BURNETT
Canoe Sprint,Women's Kayak Single 500m,,16,Australia,AUS,Alyssa BULL
Canoe Sprint,Women's Kayak Single 500m,,20,Slovenia,SLO,Spela PONOMARENKO JANIC
Canoe Sprint,Women's Kayak Single 500m,,39,Samoa,SAM,Anne CAIRNS
Canoe Sprint,Women's Kayak Single 500m,,24,Austria,AUT,Viktoria SCHWARZ
Canoe Sprint,Women's Kayak Single 500m,,17,Slovenia,SLO,Anja OSTERMAN
Canoe Sprint,Women's Kayak Single 500m,,6,Belgium,BEL,Hermien PETERS
Canoe Sprint,Women's Kayak Single 500m,,11,Poland,POL,Justyna ISKRZYCKA
Canoe Sprint,Women's Kayak Single 500m,,35,Croatia,CRO,Anamaria GOVORCINOVIC
Canoe Sprint,Women's Kayak Single 500m,,14,Belarus,BLR,Volha KHUDZENKA
Canoe Sprint,Women's Kayak Single 500m,,10,Germany,GER,Sabrina HERING
Canoe Sprint,Women's Kayak Single 500m,,40,Egypt,EGY,Samaa AHMED
Canoe Sprint,Women's Kayak Single 500m,2.0,2,Hungary,HUN,Tamara CSIPES
Canoe Sprint,Women's Kayak Single 500m,3.0,3,Denmark,DEN,Emma JORGENSEN
Canoe Sprint,Women's Kayak Single 500m,,5,Sweden,SWE,Linnea STENSILS
Canoe Sprint,Women's Kayak Single 500m,,27,ROC,ROC,Svetlana CHERNIGOVSKAYA
Canoe Sprint,Women's Kayak Single 500m,,12,Serbia,SRB,Milica STAROVIC
Canoe Sprint,Women's Kayak Single 500m,,22,Belarus,BLR,Maryna LITVINCHUK
Canoe Sprint,Women's Kayak Single 500m,,29,Argentina,ARG,Brenda ROJAS
Canoe Sprint,Women's Kayak Single 500m,,38,Italy,ITA,Francesca GENZO
Canoe Sprint,Women's Kayak Single 500m,,26,Great Britain,GBR,Deborah KERR
Canoe Sprint,Women's Kayak Single 500m,,18,Germany,GER,Jule HAKE
Canoe Sprint,Women's Kayak Single 500m,,31,Great Britain,GBR,Emily LEWIS
Canoe Sprint,Women's Kayak Single 500m,,21,Belgium,BEL,Lize BROEKX
Canoe Sprint,Women's Kayak Single 500m,,37,Portugal,POR,Joana VASCONCELOS
Canoe Sprint,Women's Kayak Single 500m,,25,Canada,CAN,Michelle RUSSELL
Canoe Sprint,Women's Kayak Single 500m,,13,Poland,POL,Marta WALCZYKIEWICZ
Canoe Sprint,Women's Kayak Single 500m,,7,Portugal,POR,Teresa PORTELA
Canoe Sprint,Women's Kayak Single 500m,,9,New Zealand,NZL,Caitlin RYAN
Canoe Sprint,Women's Kayak Single 500m,,33,People's Republic of China,CHN,Jieyi HUANG
Canoe Sprint,Women's Kayak Single 500m,,32,ROC,ROC,Kira STEPANOVA
Canoe Sprint,Women's Kayak Single 500m,1.0,1,New Zealand,NZL,Lisa CARRINGTON
Canoe Sprint,Men's Canoe Single 1000m,,10,Germany,GER,Sebastian BRENDEL
Canoe Sprint,Men's Canoe Single 1000m,,24,Kazakhstan,KAZ,Sergey YEMELYANOV
Canoe Sprint,Men's Canoe Single 1000m,,31,Mozambique,MOZ,Joaquim LOBO
Canoe Sprint,Men's Canoe Single 1000m,,23,ROC,ROC,Vladislav CHEBOTAR
Canoe Sprint,Men's Canoe Single 1000m,1.0,1,Brazil,BRA,Isaquias QUEIROZ DOS SANTOS
Canoe Sprint,Men's Canoe Single 1000m,,7,Cuba,CUB,Fernando Dayan JORGE
Canoe Sprint,Men's Canoe Single 1000m,,4,France,FRA,Adrien BART
Canoe Sprint,Men's Canoe Single 1000m,,25,Hungary,HUN,Daniel FEJES
Canoe Sprint,Men's Canoe Single 1000m,,18,Spain,ESP,Pablo MARTINEZ
Canoe Sprint,Men's Canoe Single 1000m,,6,Germany,GER,Conrad-Robin SCHEIBNER
Canoe Sprint,Men's Canoe Single 1000m,,16,Ukraine,UKR,Yurii VANDIUK
Canoe Sprint,Men's Canoe Single 1000m,,11,Romania,ROU,Catalin CHIRILA
Canoe Sprint,Men's Canoe Single 1000m,,26,Canada,CAN,Roland VARGA
Canoe Sprint,Men's Canoe Single 1000m,,9,Cuba,CUB,Jose Ramon PELIER CORDOVA
Canoe Sprint,Men's Canoe Single 1000m,,28,Tunisia,TUN,Ghailene KHATTALI
Canoe Sprint,Men's Canoe Single 1000m,,13,Poland,POL,Wiktor GLAZUNOW
Canoe Sprint,Men's Canoe Single 1000m,,14,Canada,CAN,Connor FITZPATRICK
Canoe Sprint,Men's Canoe Single 1000m,,33,Samoa,SAM,Rudolf BERKING-WILLIAMS
